Entity,Code,Year,Fossil fuels per capita (kWh)
Turkey,TUR,1965,2733.70
Turkey,TUR,1966,3077.53
Turkey,TUR,1967,3108.21
Turkey,TUR,1968,3502.15
Turkey,TUR,1969,3737.26
Turkey,TUR,1970,3933.51
Turkey,TUR,1971,4315.34
Turkey,TUR,1972,4684.52
Turkey,TUR,1973,5264.62
Turkey,TUR,1974,5188.76
Turkey,TUR,1975,5487.36
Turkey,TUR,1976,5919.81
Turkey,TUR,1977,6374.42
Turkey,TUR,1978,6576.68
Turkey,TUR,1979,5963.04
Turkey,TUR,1980,6014.81
Turkey,TUR,1981,5857.85
Turkey,TUR,1982,6231.19
Turkey,TUR,1983,6504.20
Turkey,TUR,1984,6608.06
Turkey,TUR,1985,7132.72
Turkey,TUR,1986,7689.61
Turkey,TUR,1987,8304.67
Turkey,TUR,1988,8483.25
Turkey,TUR,1989,8763.36
Turkey,TUR,1990,9148.84
Turkey,TUR,1991,9232.02
Turkey,TUR,1992,9406.29
Turkey,TUR,1993,9794.24
Turkey,TUR,1994,9452.42
Turkey,TUR,1995,10336.29
Turkey,TUR,1996,11016.36
Turkey,TUR,1997,11460.01
Turkey,TUR,1998,11504.48
Turkey,TUR,1999,11340.34
Turkey,TUR,2000,12215.83
Turkey,TUR,2001,11124.00
Turkey,TUR,2002,11673.47
Turkey,TUR,2003,12213.11
Turkey,TUR,2004,12554.90
Turkey,TUR,2005,13002.92
Turkey,TUR,2006,14237.29
Turkey,TUR,2007,15393.50
Turkey,TUR,2008,15356.75
Turkey,TUR,2009,15249.69
Turkey,TUR,2010,15278.43
Turkey,TUR,2011,16140.84
Turkey,TUR,2012,16738.60
Turkey,TUR,2013,16145.57
Turkey,TUR,2014,17062.33
Turkey,TUR,2015,17534.13
Turkey,TUR,2016,18057.63
Turkey,TUR,2017,19117.62
Turkey,TUR,2018,18245.44
Turkey,TUR,2019,17595.50
Turkmenistan,TKM,1985,44110.76
Turkmenistan,TKM,1986,53579.63
Turkmenistan,TKM,1987,52003.08
Turkmenistan,TKM,1988,51051.60
Turkmenistan,TKM,1989,51110.36
Turkmenistan,TKM,1990,41227.73
Turkmenistan,TKM,1991,41167.09
Turkmenistan,TKM,1992,38194.60
Turkmenistan,TKM,1993,30485.77
Turkmenistan,TKM,1994,31699.14
Turkmenistan,TKM,1995,25515.28
Turkmenistan,TKM,1996,36481.23
Turkmenistan,TKM,1997,27498.21
Turkmenistan,TKM,1998,33790.59
Turkmenistan,TKM,1999,31872.43
Turkmenistan,TKM,2000,26530.37
Turkmenistan,TKM,2001,33134.95
Turkmenistan,TKM,2002,27669.46
Turkmenistan,TKM,2003,37824.27
Turkmenistan,TKM,2004,37082.23
Turkmenistan,TKM,2005,37138.11
Turkmenistan,TKM,2006,37100.62
Turkmenistan,TKM,2007,35557.22
Turkmenistan,TKM,2008,28777.74
Turkmenistan,TKM,2009,46244.53
Turkmenistan,TKM,2010,49057.85
Turkmenistan,TKM,2011,53534.71
Turkmenistan,TKM,2012,57318.62
Turkmenistan,TKM,2013,49987.32
Turkmenistan,TKM,2014,50863.83
Turkmenistan,TKM,2015,59802.54
Turkmenistan,TKM,2016,58197.63
Turkmenistan,TKM,2017,56630.19
Turkmenistan,TKM,2018,62390.34
Turkmenistan,TKM,2019,67654.19
Ukraine,UKR,1985,51016.83
Ukraine,UKR,1986,51691.64
Ukraine,UKR,1987,52343.51
Ukraine,UKR,1988,50951.83
Ukraine,UKR,1989,48877.24
Ukraine,UKR,1990,56940.72
Ukraine,UKR,1991,52364.36
Ukraine,UKR,1992,45345.16
Ukraine,UKR,1993,37539.37
Ukraine,UKR,1994,31405.13
Ukraine,UKR,1995,30275.10
Ukraine,UKR,1996,28746.08
Ukraine,UKR,1997,27008.00
Ukraine,UKR,1998,26454.33
Ukraine,UKR,1999,27110.99
Ukraine,UKR,2000,27341.30
Ukraine,UKR,2001,27211.50
Ukraine,UKR,2002,27232.54
Ukraine,UKR,2003,28110.80
Ukraine,UKR,2004,27924.94
Ukraine,UKR,2005,28167.01
Ukraine,UKR,2006,28727.10
Ukraine,UKR,2007,28714.89
Ukraine,UKR,2008,27840.55
Ukraine,UKR,2009,23259.07
Ukraine,UKR,2010,24964.42
Ukraine,UKR,2011,26353.37
Ukraine,UKR,2012,25679.80
Ukraine,UKR,2013,24345.42
Ukraine,UKR,2014,20838.40
Ukraine,UKR,2015,16612.66
Ukraine,UKR,2016,18038.44
Ukraine,UKR,2017,16149.58
Ukraine,UKR,2018,16760.75
Ukraine,UKR,2019,16150.04
United Arab Emirates,ARE,1965,5696.89
United Arab Emirates,ARE,1966,5700.26
United Arab Emirates,ARE,1967,31804.47
United Arab Emirates,ARE,1968,37949.28
United Arab Emirates,ARE,1969,34329.71
United Arab Emirates,ARE,1970,40874.89
United Arab Emirates,ARE,1971,52844.92
United Arab Emirates,ARE,1972,47281.46
United Arab Emirates,ARE,1973,51375.01
United Arab Emirates,ARE,1974,47742.03
United Arab Emirates,ARE,1975,43538.74
United Arab Emirates,ARE,1976,47320.16
United Arab Emirates,ARE,1977,67525.90
United Arab Emirates,ARE,1978,68636.00
United Arab Emirates,ARE,1979,72286.09
United Arab Emirates,ARE,1980,106156.19
United Arab Emirates,ARE,1981,115353.26
United Arab Emirates,ARE,1982,117485.35
United Arab Emirates,ARE,1983,107237.52
United Arab Emirates,ARE,1984,126815.16
United Arab Emirates,ARE,1985,148924.76
United Arab Emirates,ARE,1986,170406.81
United Arab Emirates,ARE,1987,179304.74
United Arab Emirates,ARE,1988,186732.79
United Arab Emirates,ARE,1989,198214.98
United Arab Emirates,ARE,1990,189835.04
United Arab Emirates,ARE,1991,218369.34
United Arab Emirates,ARE,1992,199153.41
United Arab Emirates,ARE,1993,195854.58
United Arab Emirates,ARE,1994,203563.40
United Arab Emirates,ARE,1995,201773.49
United Arab Emirates,ARE,1996,197816.55
United Arab Emirates,ARE,1997,196315.86
United Arab Emirates,ARE,1998,190797.97
United Arab Emirates,ARE,1999,182424.01
United Arab Emirates,ARE,2000,171943.73
United Arab Emirates,ARE,2001,164947.50
United Arab Emirates,ARE,2002,171136.58
United Arab Emirates,ARE,2003,171027.98
United Arab Emirates,ARE,2004,166837.84
United Arab Emirates,ARE,2005,154367.46
United Arab Emirates,ARE,2006,140584.96
United Arab Emirates,ARE,2007,133221.44
United Arab Emirates,ARE,2008,132858.60
United Arab Emirates,ARE,2009,117453.77
United Arab Emirates,ARE,2010,113961.66
United Arab Emirates,ARE,2011,114860.84
United Arab Emirates,ARE,2012,118047.94
United Arab Emirates,ARE,2013,123632.32
United Arab Emirates,ARE,2014,122799.44
United Arab Emirates,ARE,2015,134406.95
United Arab Emirates,ARE,2016,138132.15
United Arab Emirates,ARE,2017,137865.65
United Arab Emirates,ARE,2018,138117.20
United Arab Emirates,ARE,2019,136259.37
United Kingdom,GBR,1965,41659.32
United Kingdom,GBR,1966,41355.40
United Kingdom,GBR,1967,40966.74
United Kingdom,GBR,1968,42190.81
United Kingdom,GBR,1969,43463.04
United Kingdom,GBR,1970,44334.89
United Kingdom,GBR,1971,43331.89
United Kingdom,GBR,1972,43787.41
United Kingdom,GBR,1973,46000.33
United Kingdom,GBR,1974,43246.00
United Kingdom,GBR,1975,40796.72
United Kingdom,GBR,1976,41314.11
United Kingdom,GBR,1977,41948.94
United Kingdom,GBR,1978,42335.93
United Kingdom,GBR,1979,44348.68
United Kingdom,GBR,1980,40285.05
United Kingdom,GBR,1981,39031.48
United Kingdom,GBR,1982,38174.76
United Kingdom,GBR,1983,38014.22
United Kingdom,GBR,1984,37754.71
United Kingdom,GBR,1985,39098.00
United Kingdom,GBR,1986,40254.71
United Kingdom,GBR,1987,40308.85
United Kingdom,GBR,1988,40328.54
United Kingdom,GBR,1989,39860.66
United Kingdom,GBR,1990,40339.76
United Kingdom,GBR,1991,40938.67
United Kingdom,GBR,1992,40185.38
United Kingdom,GBR,1993,39998.55
United Kingdom,GBR,1994,39338.80
United Kingdom,GBR,1995,39355.71
United Kingdom,GBR,1996,41133.30
United Kingdom,GBR,1997,39957.52
United Kingdom,GBR,1998,40158.45
United Kingdom,GBR,1999,39949.32
United Kingdom,GBR,2000,40652.01
United Kingdom,GBR,2001,40822.23
United Kingdom,GBR,2002,39725.24
United Kingdom,GBR,2003,40202.00
United Kingdom,GBR,2004,40494.97
United Kingdom,GBR,2005,40519.38
United Kingdom,GBR,2006,39846.21
United Kingdom,GBR,2007,38606.67
United Kingdom,GBR,2008,37713.55
United Kingdom,GBR,2009,34442.67
United Kingdom,GBR,2010,35282.64
United Kingdom,GBR,2011,32248.96
United Kingdom,GBR,2012,32201.34
United Kingdom,GBR,2013,31320.21
United Kingdom,GBR,2014,28853.40
United Kingdom,GBR,2015,28135.63
United Kingdom,GBR,2016,27530.08
United Kingdom,GBR,2017,26763.55
United Kingdom,GBR,2018,26244.34
United Kingdom,GBR,2019,25528.11
United States,USA,1965,69915.60
United States,USA,1966,73174.34
United States,USA,1967,74678.43
United States,USA,1968,78593.78
United States,USA,1969,81838.89
United States,USA,1970,83909.88
United States,USA,1971,84499.34
United States,USA,1972,87944.23
United States,USA,1973,90524.34
United States,USA,1974,86544.46
United States,USA,1975,82777.76
United States,USA,1976,86766.52
United States,USA,1977,88398.23
United States,USA,1978,86913.30
United States,USA,1979,87471.50
United States,USA,1980,83345.76
United States,USA,1981,79850.21
United States,USA,1982,74821.60
United States,USA,1983,73312.73
United States,USA,1984,76555.93
United States,USA,1985,75409.33
United States,USA,1986,74706.42
United States,USA,1987,76742.92
United States,USA,1988,79362.23
United States,USA,1989,80063.78
United States,USA,1990,78587.19
United States,USA,1991,77312.86
United States,USA,1992,78147.19
United States,USA,1993,78974.32
United States,USA,1994,79674.36
United States,USA,1995,79837.62
United States,USA,1996,81551.19
United States,USA,1997,81613.27
United States,USA,1998,81045.69
United States,USA,1999,81132.01
United States,USA,2000,82440.03
United States,USA,2001,79913.84
United States,USA,2002,79857.76
United States,USA,2003,79498.79
United States,USA,2004,80378.49
United States,USA,2005,79705.38
United States,USA,2006,77867.29
United States,USA,2007,78429.59
United States,USA,2008,75092.87
United States,USA,2009,69849.16
United States,USA,2010,71759.24
United States,USA,2011,69794.35
United States,USA,2012,67499.79
United States,USA,2013,68678.23
United States,USA,2014,68848.07
United States,USA,2015,67534.87
United States,USA,2016,66340.21
United States,USA,2017,65618.91
United States,USA,2018,67859.20
United States,USA,2019,66525.16
Uzbekistan,UZB,1985,25833.98
Uzbekistan,UZB,1986,24904.77
Uzbekistan,UZB,1987,24486.92
Uzbekistan,UZB,1988,25360.94
Uzbekistan,UZB,1989,25389.46
Uzbekistan,UZB,1990,23986.22
Uzbekistan,UZB,1991,23816.77
Uzbekistan,UZB,1992,22060.61
Uzbekistan,UZB,1993,23143.42
Uzbekistan,UZB,1994,22260.23
Uzbekistan,UZB,1995,21504.26
Uzbekistan,UZB,1996,21751.32
Uzbekistan,UZB,1997,21231.18
Uzbekistan,UZB,1998,20902.84
Uzbekistan,UZB,1999,23345.52
Uzbekistan,UZB,2000,23365.44
Uzbekistan,UZB,2001,23098.29
Uzbekistan,UZB,2002,23333.66
Uzbekistan,UZB,2003,21267.60
Uzbekistan,UZB,2004,21339.97
Uzbekistan,UZB,2005,20430.95
Uzbekistan,UZB,2006,18804.63
Uzbekistan,UZB,2007,19640.71
Uzbekistan,UZB,2008,18359.76
Uzbekistan,UZB,2009,17953.25
Uzbekistan,UZB,2010,17387.15
Uzbekistan,UZB,2011,18191.89
Uzbekistan,UZB,2012,17398.22
Uzbekistan,UZB,2013,17198.33
Uzbekistan,UZB,2014,17612.03
Uzbekistan,UZB,2015,16482.49
Uzbekistan,UZB,2016,15149.38
Uzbekistan,UZB,2017,14882.57
Uzbekistan,UZB,2018,15191.22
Uzbekistan,UZB,2019,14534.13
Venezuela,VEN,1965,19339.33
Venezuela,VEN,1966,18874.78
Venezuela,VEN,1967,19206.41
Venezuela,VEN,1968,19791.37
Venezuela,VEN,1969,19274.13
Venezuela,VEN,1970,18632.86
Venezuela,VEN,1971,18072.01
Venezuela,VEN,1972,18469.24
Venezuela,VEN,1973,20684.93
Venezuela,VEN,1974,20498.91
Venezuela,VEN,1975,20511.01
Venezuela,VEN,1976,21618.92
Venezuela,VEN,1977,23338.23
Venezuela,VEN,1978,23221.64
Venezuela,VEN,1979,24747.58
Venezuela,VEN,1980,27207.44
Venezuela,VEN,1981,27482.20
Venezuela,VEN,1982,27213.94
Venezuela,VEN,1983,26002.22
Venezuela,VEN,1984,25511.40
Venezuela,VEN,1985,25219.59
Venezuela,VEN,1986,26268.95
Venezuela,VEN,1987,24659.41
Venezuela,VEN,1988,24717.18
Venezuela,VEN,1989,24290.66
Venezuela,VEN,1990,25171.74
Venezuela,VEN,1991,23682.90
Venezuela,VEN,1992,25188.99
Venezuela,VEN,1993,24278.72
Venezuela,VEN,1994,25829.22
Venezuela,VEN,1995,26230.47
Venezuela,VEN,1996,24552.76
Venezuela,VEN,1997,25396.93
Venezuela,VEN,1998,26770.28
Venezuela,VEN,1999,24775.31
Venezuela,VEN,2000,24670.53
Venezuela,VEN,2001,26412.95
Venezuela,VEN,2002,26006.05
Venezuela,VEN,2003,22221.04
Venezuela,VEN,2004,24113.28
Venezuela,VEN,2005,24390.80
Venezuela,VEN,2006,27173.53
Venezuela,VEN,2007,26878.37
Venezuela,VEN,2008,27355.62
Venezuela,VEN,2009,26950.63
Venezuela,VEN,2010,25483.67
Venezuela,VEN,2011,26007.68
Venezuela,VEN,2012,27107.57
Venezuela,VEN,2013,25787.16
Venezuela,VEN,2014,24901.76
Venezuela,VEN,2015,24249.00
Venezuela,VEN,2016,22619.24
Venezuela,VEN,2017,21932.03
Venezuela,VEN,2018,18694.60
Venezuela,VEN,2019,16184.18
Vietnam,VNM,1965,751.46
Vietnam,VNM,1966,1291.87
Vietnam,VNM,1967,1738.56
Vietnam,VNM,1968,1751.39
Vietnam,VNM,1969,2016.06
Vietnam,VNM,1970,2047.44
Vietnam,VNM,1971,1776.13
Vietnam,VNM,1972,1692.43
Vietnam,VNM,1973,1747.39
Vietnam,VNM,1974,1264.18
Vietnam,VNM,1975,1372.64
Vietnam,VNM,1976,761.67
Vietnam,VNM,1977,797.29
Vietnam,VNM,1978,799.47
Vietnam,VNM,1979,835.48
Vietnam,VNM,1980,916.51
Vietnam,VNM,1981,897.26
Vietnam,VNM,1982,939.18
Vietnam,VNM,1983,980.01
Vietnam,VNM,1984,947.85
Vietnam,VNM,1985,925.99
Vietnam,VNM,1986,1001.09
Vietnam,VNM,1987,1112.15
Vietnam,VNM,1988,1069.31
Vietnam,VNM,1989,900.57
Vietnam,VNM,1990,896.18
Vietnam,VNM,1991,856.39
Vietnam,VNM,1992,902.91
Vietnam,VNM,1993,1021.74
Vietnam,VNM,1994,1106.81
Vietnam,VNM,1995,1268.55
Vietnam,VNM,1996,1438.38
Vietnam,VNM,1997,1719.91
Vietnam,VNM,1998,1891.04
Vietnam,VNM,1999,1845.97
Vietnam,VNM,2000,2117.79
Vietnam,VNM,2001,2309.87
Vietnam,VNM,2002,2568.33
Vietnam,VNM,2003,2772.39
Vietnam,VNM,2004,3541.78
Vietnam,VNM,2005,3791.66
Vietnam,VNM,2006,3290.51
Vietnam,VNM,2007,3536.17
Vietnam,VNM,2008,4414.29
Vietnam,VNM,2009,4346.94
Vietnam,VNM,2010,5065.53
Vietnam,VNM,2011,5461.81
Vietnam,VNM,2012,5388.22
Vietnam,VNM,2013,5670.82
Vietnam,VNM,2014,6182.86
Vietnam,VNM,2015,7111.32
Vietnam,VNM,2016,7445.57
Vietnam,VNM,2017,7386.00
Vietnam,VNM,2018,8607.68
Vietnam,VNM,2019,10056.81
World,OWID_WRL,1965,12143.02
World,OWID_WRL,1966,12526.51
World,OWID_WRL,1967,12741.70
World,OWID_WRL,1968,13239.38
World,OWID_WRL,1969,13848.17
World,OWID_WRL,1970,14425.72
World,OWID_WRL,1971,14689.23
World,OWID_WRL,1972,15160.69
World,OWID_WRL,1973,15731.71
World,OWID_WRL,1974,15388.10
World,OWID_WRL,1975,15108.31
World,OWID_WRL,1976,15662.69
World,OWID_WRL,1977,15892.30
World,OWID_WRL,1978,16071.23
World,OWID_WRL,1979,16324.03
World,OWID_WRL,1980,15853.03
World,OWID_WRL,1981,15393.60
World,OWID_WRL,1982,14954.59
World,OWID_WRL,1983,14834.67
World,OWID_WRL,1984,15183.88
World,OWID_WRL,1985,15199.64
World,OWID_WRL,1986,15215.73
World,OWID_WRL,1987,15435.93
World,OWID_WRL,1988,15694.59
World,OWID_WRL,1989,15729.80
World,OWID_WRL,1990,15593.53
World,OWID_WRL,1991,15387.07
World,OWID_WRL,1992,15268.66
World,OWID_WRL,1993,15057.25
World,OWID_WRL,1994,15027.30
World,OWID_WRL,1995,15059.96
World,OWID_WRL,1996,15299.19
World,OWID_WRL,1997,15236.87
World,OWID_WRL,1998,15108.61
World,OWID_WRL,1999,15165.84
World,OWID_WRL,2000,15351.91
World,OWID_WRL,2001,15341.05
World,OWID_WRL,2002,15493.54
World,OWID_WRL,2003,15962.24
World,OWID_WRL,2004,16507.20
World,OWID_WRL,2005,16884.83
World,OWID_WRL,2006,17152.99
World,OWID_WRL,2007,17522.48
World,OWID_WRL,2008,17433.92
World,OWID_WRL,2009,16909.23
World,OWID_WRL,2010,17492.34
World,OWID_WRL,2011,17744.01
World,OWID_WRL,2012,17761.04
World,OWID_WRL,2013,17813.83
World,OWID_WRL,2014,17677.48
World,OWID_WRL,2015,17550.11
World,OWID_WRL,2016,17511.45
World,OWID_WRL,2017,17556.33
World,OWID_WRL,2018,17796.57
World,OWID_WRL,2019,17730.24
