Entity,Code,Year,Fossil fuels per capita (kWh)
Romania,ROU,1967,16524.62
Romania,ROU,1968,17369.43
Romania,ROU,1969,19662.97
Romania,ROU,1970,20624.43
Romania,ROU,1971,21423.89
Romania,ROU,1972,21967.69
Romania,ROU,1973,23713.45
Romania,ROU,1974,23516.65
Romania,ROU,1975,25377.59
Romania,ROU,1976,27349.09
Romania,ROU,1977,28626.76
Romania,ROU,1978,30484.11
Romania,ROU,1979,30774.50
Romania,ROU,1980,30707.45
Romania,ROU,1981,30607.58
Romania,ROU,1982,30319.40
Romania,ROU,1983,30231.89
Romania,ROU,1984,29738.43
Romania,ROU,1985,29357.74
Romania,ROU,1986,30123.77
Romania,ROU,1987,31087.80
Romania,ROU,1988,31095.30
Romania,ROU,1989,31195.44
Romania,ROU,1990,29863.67
Romania,ROU,1991,24781.86
Romania,ROU,1992,22076.96
Romania,ROU,1993,21389.87
Romania,ROU,1994,20171.07
Romania,ROU,1995,22009.23
Romania,ROU,1996,21962.72
Romania,ROU,1997,20151.69
Romania,ROU,1998,18157.51
Romania,ROU,1999,15801.35
Romania,ROU,2000,16314.42
Romania,ROU,2001,16640.68
Romania,ROU,2002,17344.10
Romania,ROU,2003,17915.72
Romania,ROU,2004,18277.22
Romania,ROU,2005,17983.49
Romania,ROU,2006,18837.68
Romania,ROU,2007,18281.37
Romania,ROU,2008,17884.18
Romania,ROU,2009,15434.40
Romania,ROU,2010,15155.11
Romania,ROU,2011,16242.48
Romania,ROU,2012,15808.01
Romania,ROU,2013,13901.08
Romania,ROU,2014,14000.41
Romania,ROU,2015,14039.00
Romania,ROU,2016,14055.36
Romania,ROU,2017,14832.64
Romania,ROU,2018,15102.68
Romania,ROU,2019,14871.38
Russia,RUS,1985,61564.14
Russia,RUS,1986,62085.28
Russia,RUS,1987,63490.34
Russia,RUS,1988,64101.71
Russia,RUS,1989,63982.10
Russia,RUS,1990,62676.59
Russia,RUS,1991,61494.53
Russia,RUS,1992,58789.34
Russia,RUS,1993,54358.53
Russia,RUS,1994,49481.09
Russia,RUS,1995,46538.43
Russia,RUS,1996,44908.38
Russia,RUS,1997,42221.91
Russia,RUS,1998,42309.70
Russia,RUS,1999,42650.05
Russia,RUS,2000,43425.98
Russia,RUS,2001,44099.15
Russia,RUS,2002,44264.46
Russia,RUS,2003,45484.48
Russia,RUS,2004,45847.53
Russia,RUS,2005,45927.73
Russia,RUS,2006,48161.19
Russia,RUS,2007,48435.67
Russia,RUS,2008,48896.42
Russia,RUS,2009,45979.68
Russia,RUS,2010,48065.06
Russia,RUS,2011,49824.57
Russia,RUS,2012,49797.09
Russia,RUS,2013,48777.45
Russia,RUS,2014,48877.66
Russia,RUS,2015,47555.62
Russia,RUS,2016,48373.10
Russia,RUS,2017,48417.98
Russia,RUS,2018,50488.90
Russia,RUS,2019,49878.39
Saudi Arabia,SAU,1965,48542.47
Saudi Arabia,SAU,1966,47521.79
Saudi Arabia,SAU,1967,46538.03
Saudi Arabia,SAU,1968,45567.60
Saudi Arabia,SAU,1969,44582.67
Saudi Arabia,SAU,1970,45040.38
Saudi Arabia,SAU,1971,43152.29
Saudi Arabia,SAU,1972,44137.23
Saudi Arabia,SAU,1973,44845.14
Saudi Arabia,SAU,1974,45266.34
Saudi Arabia,SAU,1975,34136.82
Saudi Arabia,SAU,1976,37523.33
Saudi Arabia,SAU,1977,42125.10
Saudi Arabia,SAU,1978,44562.97
Saudi Arabia,SAU,1979,51088.17
Saudi Arabia,SAU,1980,43333.16
Saudi Arabia,SAU,1981,48609.60
Saudi Arabia,SAU,1982,50248.30
Saudi Arabia,SAU,1983,51107.39
Saudi Arabia,SAU,1984,57599.13
Saudi Arabia,SAU,1985,55625.19
Saudi Arabia,SAU,1986,56885.03
Saudi Arabia,SAU,1987,57576.58
Saudi Arabia,SAU,1988,57749.69
Saudi Arabia,SAU,1989,54676.27
Saudi Arabia,SAU,1990,57185.55
Saudi Arabia,SAU,1991,57978.03
Saudi Arabia,SAU,1992,56805.51
Saudi Arabia,SAU,1993,56458.01
Saudi Arabia,SAU,1994,63664.29
Saudi Arabia,SAU,1995,60625.93
Saudi Arabia,SAU,1996,61394.28
Saudi Arabia,SAU,1997,61333.60
Saudi Arabia,SAU,1998,63315.88
Saudi Arabia,SAU,1999,63157.07
Saudi Arabia,SAU,2000,64600.55
Saudi Arabia,SAU,2001,67082.89
Saudi Arabia,SAU,2002,67938.95
Saudi Arabia,SAU,2003,69876.53
Saudi Arabia,SAU,2004,73595.04
Saudi Arabia,SAU,2005,76188.75
Saudi Arabia,SAU,2006,76898.45
Saudi Arabia,SAU,2007,78054.70
Saudi Arabia,SAU,2008,82802.33
Saudi Arabia,SAU,2009,84842.62
Saudi Arabia,SAU,2010,90324.14
Saudi Arabia,SAU,2011,90445.99
Saudi Arabia,SAU,2012,92966.94
Saudi Arabia,SAU,2013,90562.84
Saudi Arabia,SAU,2014,94357.85
Saudi Arabia,SAU,2015,94872.24
Saudi Arabia,SAU,2016,93973.66
Saudi Arabia,SAU,2017,92349.73
Saudi Arabia,SAU,2018,89877.21
Saudi Arabia,SAU,2019,89323.24
Singapore,SGP,1965,25499.49
Singapore,SGP,1966,28527.24
Singapore,SGP,1967,33566.14
Singapore,SGP,1968,40928.69
Singapore,SGP,1969,39468.59
Singapore,SGP,1970,42087.57
Singapore,SGP,1971,35858.80
Singapore,SGP,1972,44087.28
Singapore,SGP,1973,40788.44
Singapore,SGP,1974,39559.11
Singapore,SGP,1975,38046.92
Singapore,SGP,1976,44557.43
Singapore,SGP,1977,44222.34
Singapore,SGP,1978,45012.27
Singapore,SGP,1979,47338.14
Singapore,SGP,1980,46256.74
Singapore,SGP,1981,52157.62
Singapore,SGP,1982,49600.38
Singapore,SGP,1983,51263.73
Singapore,SGP,1984,52610.68
Singapore,SGP,1985,52436.72
Singapore,SGP,1986,59552.80
Singapore,SGP,1987,61400.60
Singapore,SGP,1988,69668.79
Singapore,SGP,1989,77720.94
Singapore,SGP,1990,90551.77
Singapore,SGP,1991,89497.93
Singapore,SGP,1992,93064.25
Singapore,SGP,1993,98436.21
Singapore,SGP,1994,108987.63
Singapore,SGP,1995,110084.83
Singapore,SGP,1996,107667.77
Singapore,SGP,1997,109813.14
Singapore,SGP,1998,108191.54
Singapore,SGP,1999,104562.44
Singapore,SGP,2000,109762.40
Singapore,SGP,2001,123026.23
Singapore,SGP,2002,120058.85
Singapore,SGP,2003,112717.53
Singapore,SGP,2004,124773.67
Singapore,SGP,2005,128390.15
Singapore,SGP,2006,136942.55
Singapore,SGP,2007,141361.82
Singapore,SGP,2008,144190.17
Singapore,SGP,2009,149125.77
Singapore,SGP,2010,155134.30
Singapore,SGP,2011,157222.94
Singapore,SGP,2012,154788.48
Singapore,SGP,2013,155702.35
Singapore,SGP,2014,158086.88
Singapore,SGP,2015,166102.58
Singapore,SGP,2016,170491.59
Singapore,SGP,2017,174240.39
Singapore,SGP,2018,173539.36
Singapore,SGP,2019,169480.30
Slovakia,SVK,1965,22875.44
Slovakia,SVK,1966,23604.54
Slovakia,SVK,1967,23773.14
Slovakia,SVK,1968,26297.15
Slovakia,SVK,1969,27576.87
Slovakia,SVK,1970,29944.55
Slovakia,SVK,1971,32245.56
Slovakia,SVK,1972,33619.19
Slovakia,SVK,1973,34696.04
Slovakia,SVK,1974,35491.12
Slovakia,SVK,1975,37162.88
Slovakia,SVK,1976,38049.48
Slovakia,SVK,1977,39611.69
Slovakia,SVK,1978,41345.48
Slovakia,SVK,1979,41160.78
Slovakia,SVK,1980,39932.61
Slovakia,SVK,1981,39103.50
Slovakia,SVK,1982,38104.70
Slovakia,SVK,1983,37746.56
Slovakia,SVK,1984,40318.92
Slovakia,SVK,1985,40020.48
Slovakia,SVK,1986,38389.75
Slovakia,SVK,1987,39190.83
Slovakia,SVK,1988,39363.90
Slovakia,SVK,1989,39373.25
Slovakia,SVK,1990,39455.83
Slovakia,SVK,1991,34819.63
Slovakia,SVK,1992,33150.72
Slovakia,SVK,1993,31257.28
Slovakia,SVK,1994,29503.49
Slovakia,SVK,1995,30300.77
Slovakia,SVK,1996,30971.99
Slovakia,SVK,1997,30399.65
Slovakia,SVK,1998,30504.71
Slovakia,SVK,1999,29797.00
Slovakia,SVK,2000,29227.42
Slovakia,SVK,2001,29821.88
Slovakia,SVK,2002,29675.90
Slovakia,SVK,2003,29580.32
Slovakia,SVK,2004,28693.74
Slovakia,SVK,2005,30245.94
Slovakia,SVK,2006,28575.71
Slovakia,SVK,2007,27385.46
Slovakia,SVK,2008,28149.67
Slovakia,SVK,2009,25807.14
Slovakia,SVK,2010,27473.14
Slovakia,SVK,2011,25937.04
Slovakia,SVK,2012,24427.31
Slovakia,SVK,2013,24774.25
Slovakia,SVK,2014,22373.36
Slovakia,SVK,2015,22895.92
Slovakia,SVK,2016,23124.72
Slovakia,SVK,2017,24917.95
Slovakia,SVK,2018,24839.60
Slovakia,SVK,2019,23353.25
Slovenia,SVN,1990,23623.57
Slovenia,SVN,1991,22255.62
Slovenia,SVN,1992,21691.60
Slovenia,SVN,1993,23217.58
Slovenia,SVN,1994,23970.37
Slovenia,SVN,1995,25776.54
Slovenia,SVN,1996,27334.00
Slovenia,SVN,1997,28460.35
Slovenia,SVN,1998,28038.67
Slovenia,SVN,1999,27589.26
Slovenia,SVN,2000,26939.81
Slovenia,SVN,2001,28179.08
Slovenia,SVN,2002,28332.39
Slovenia,SVN,2003,28549.83
Slovenia,SVN,2004,29094.63
Slovenia,SVN,2005,29452.62
Slovenia,SVN,2006,30080.20
Slovenia,SVN,2007,29963.19
Slovenia,SVN,2008,31743.76
Slovenia,SVN,2009,28014.38
Slovenia,SVN,2010,28287.43
Slovenia,SVN,2011,27525.72
Slovenia,SVN,2012,26544.91
Slovenia,SVN,2013,25346.30
Slovenia,SVN,2014,23161.96
Slovenia,SVN,2015,23189.79
Slovenia,SVN,2016,24778.82
Slovenia,SVN,2017,25290.17
Slovenia,SVN,2018,25478.82
Slovenia,SVN,2019,24082.50
South Africa,ZAF,1965,18267.70
South Africa,ZAF,1966,17916.47
South Africa,ZAF,1967,18183.87
South Africa,ZAF,1968,18701.04
South Africa,ZAF,1969,18759.44
South Africa,ZAF,1970,19093.99
South Africa,ZAF,1971,20017.45
South Africa,ZAF,1972,20039.67
South Africa,ZAF,1973,20979.91
South Africa,ZAF,1974,21005.49
South Africa,ZAF,1975,21833.55
South Africa,ZAF,1976,22140.92
South Africa,ZAF,1977,22129.53
South Africa,ZAF,1978,21385.04
South Africa,ZAF,1979,21623.45
South Africa,ZAF,1980,22513.97
South Africa,ZAF,1981,25467.52
South Africa,ZAF,1982,26723.44
South Africa,ZAF,1983,26382.34
South Africa,ZAF,1984,27722.16
South Africa,ZAF,1985,27468.11
South Africa,ZAF,1986,26926.32
South Africa,ZAF,1987,26945.34
South Africa,ZAF,1988,28579.71
South Africa,ZAF,1989,26609.25
South Africa,ZAF,1990,27246.79
South Africa,ZAF,1991,26258.59
South Africa,ZAF,1992,25818.03
South Africa,ZAF,1993,25337.86
South Africa,ZAF,1994,25604.44
South Africa,ZAF,1995,26158.08
South Africa,ZAF,1996,26094.55
South Africa,ZAF,1997,26124.30
South Africa,ZAF,1998,25204.42
South Africa,ZAF,1999,25813.50
South Africa,ZAF,2000,25432.77
South Africa,ZAF,2001,25342.46
South Africa,ZAF,2002,24256.48
South Africa,ZAF,2003,26079.66
South Africa,ZAF,2004,28147.32
South Africa,ZAF,2005,26390.79
South Africa,ZAF,2006,26586.19
South Africa,ZAF,2007,26901.95
South Africa,ZAF,2008,28516.27
South Africa,ZAF,2009,28046.81
South Africa,ZAF,2010,27912.00
South Africa,ZAF,2011,27032.39
South Africa,ZAF,2012,26294.43
South Africa,ZAF,2013,25907.20
South Africa,ZAF,2014,25730.32
South Africa,ZAF,2015,24419.39
South Africa,ZAF,2016,25075.62
South Africa,ZAF,2017,24383.75
South Africa,ZAF,2018,24400.02
South Africa,ZAF,2019,24436.72
South Korea,KOR,1965,2516.49
South Korea,KOR,1966,2970.78
South Korea,KOR,1967,3355.69
South Korea,KOR,1968,3779.98
South Korea,KOR,1969,4441.66
South Korea,KOR,1970,5089.34
South Korea,KOR,1971,5396.71
South Korea,KOR,1972,5485.65
South Korea,KOR,1973,6691.44
South Korea,KOR,1974,6783.42
South Korea,KOR,1975,7366.55
South Korea,KOR,1976,8119.80
South Korea,KOR,1977,9248.21
South Korea,KOR,1978,10022.85
South Korea,KOR,1979,11341.17
South Korea,KOR,1980,11525.19
South Korea,KOR,1981,11901.90
South Korea,KOR,1982,11736.04
South Korea,KOR,1983,12197.42
South Korea,KOR,1984,13037.12
South Korea,KOR,1985,13901.50
South Korea,KOR,1986,14805.31
South Korea,KOR,1987,15669.34
South Korea,KOR,1988,17749.94
South Korea,KOR,1989,18805.36
South Korea,KOR,1990,21019.56
South Korea,KOR,1991,23874.81
South Korea,KOR,1992,27142.56
South Korea,KOR,1993,29629.04
South Korea,KOR,1994,32008.19
South Korea,KOR,1995,34393.41
South Korea,KOR,1996,37643.12
South Korea,KOR,1997,41211.60
South Korea,KOR,1998,36491.01
South Korea,KOR,1999,39121.41
South Korea,KOR,2000,41221.36
South Korea,KOR,2001,41975.36
South Korea,KOR,2002,43539.75
South Korea,KOR,2003,44277.37
South Korea,KOR,2004,45026.92
South Korea,KOR,2005,45693.89
South Korea,KOR,2006,46336.66
South Korea,KOR,2007,48242.68
South Korea,KOR,2008,48749.60
South Korea,KOR,2009,48990.94
South Korea,KOR,2010,53050.83
South Korea,KOR,2011,55235.25
South Korea,KOR,2012,55798.10
South Korea,KOR,2013,56073.18
South Korea,KOR,2014,55396.08
South Korea,KOR,2015,55921.73
South Korea,KOR,2016,57338.18
South Korea,KOR,2017,58835.90
South Korea,KOR,2018,60159.88
South Korea,KOR,2019,58322.54
Spain,ESP,1965,8685.14
Spain,ESP,1966,9270.01
Spain,ESP,1967,10494.85
Spain,ESP,1968,10873.68
Spain,ESP,1969,11855.23
Spain,ESP,1970,13099.70
Spain,ESP,1971,14030.89
Spain,ESP,1972,14741.68
Spain,ESP,1973,16681.27
Spain,ESP,1974,17091.01
Spain,ESP,1975,17781.67
Spain,ESP,1976,19389.40
Spain,ESP,1977,18533.90
Spain,ESP,1978,18301.70
Spain,ESP,1979,19411.68
Spain,ESP,1980,20790.67
Spain,ESP,1981,21090.09
Spain,ESP,1982,20662.07
Spain,ESP,1983,20903.29
Spain,ESP,1984,19934.82
Spain,ESP,1985,19317.46
Spain,ESP,1986,19439.60
Spain,ESP,1987,19933.43
Spain,ESP,1988,19729.44
Spain,ESP,1989,21728.98
Spain,ESP,1990,21375.30
Spain,ESP,1991,22048.45
Spain,ESP,1992,23936.79
Spain,ESP,1993,22486.73
Spain,ESP,1994,23511.13
Spain,ESP,1995,24895.73
Spain,ESP,1996,24723.51
Spain,ESP,1997,26770.60
Spain,ESP,1998,27984.27
Spain,ESP,1999,29574.84
Spain,ESP,2000,30487.67
Spain,ESP,2001,30835.28
Spain,ESP,2002,31875.63
Spain,ESP,2003,32290.86
Spain,ESP,2004,33631.52
Spain,ESP,2005,34383.29
Spain,ESP,2006,33684.90
Spain,ESP,2007,33940.21
Spain,ESP,2008,31904.96
Spain,ESP,2009,28368.37
Spain,ESP,2010,27033.97
Spain,ESP,2011,27039.63
Spain,ESP,2012,26563.00
Spain,ESP,2013,24046.95
Spain,ESP,2014,23533.93
Spain,ESP,2015,24789.09
Spain,ESP,2016,24662.24
Spain,ESP,2017,26017.52
Spain,ESP,2018,25657.31
Spain,ESP,2019,25138.33
Sri Lanka,LKA,1965,493.60
Sri Lanka,LKA,1966,493.52
Sri Lanka,LKA,1967,493.46
Sri Lanka,LKA,1968,493.41
Sri Lanka,LKA,1969,493.39
Sri Lanka,LKA,1970,965.22
Sri Lanka,LKA,1971,860.96
Sri Lanka,LKA,1972,922.17
Sri Lanka,LKA,1973,942.82
Sri Lanka,LKA,1974,733.04
Sri Lanka,LKA,1975,696.28
Sri Lanka,LKA,1976,678.57
Sri Lanka,LKA,1977,708.63
Sri Lanka,LKA,1978,809.26
Sri Lanka,LKA,1979,817.45
Sri Lanka,LKA,1980,810.99
Sri Lanka,LKA,1981,941.36
Sri Lanka,LKA,1982,1051.86
Sri Lanka,LKA,1983,1133.31
Sri Lanka,LKA,1984,955.69
Sri Lanka,LKA,1985,857.93
Sri Lanka,LKA,1986,838.43
Sri Lanka,LKA,1987,940.82
Sri Lanka,LKA,1988,898.55
Sri Lanka,LKA,1989,842.76
Sri Lanka,LKA,1990,888.62
Sri Lanka,LKA,1991,927.48
Sri Lanka,LKA,1992,1078.70
Sri Lanka,LKA,1993,1037.47
Sri Lanka,LKA,1994,1138.43
Sri Lanka,LKA,1995,1223.29
Sri Lanka,LKA,1996,1482.54
Sri Lanka,LKA,1997,1598.56
Sri Lanka,LKA,1998,1698.64
Sri Lanka,LKA,1999,1843.88
Sri Lanka,LKA,2000,2170.75
Sri Lanka,LKA,2001,2118.32
Sri Lanka,LKA,2002,2221.10
Sri Lanka,LKA,2003,2218.45
Sri Lanka,LKA,2004,2162.22
Sri Lanka,LKA,2005,2459.16
Sri Lanka,LKA,2006,2536.16
Sri Lanka,LKA,2007,2670.87
Sri Lanka,LKA,2008,2420.82
Sri Lanka,LKA,2009,2531.89
Sri Lanka,LKA,2010,2500.15
Sri Lanka,LKA,2011,2780.11
Sri Lanka,LKA,2012,2946.12
Sri Lanka,LKA,2013,2524.71
Sri Lanka,LKA,2014,2457.61
Sri Lanka,LKA,2015,3086.98
Sri Lanka,LKA,2016,3529.58
Sri Lanka,LKA,2017,3743.13
Sri Lanka,LKA,2018,3721.79
Sri Lanka,LKA,2019,4015.15
Sweden,SWE,1965,33001.61
Sweden,SWE,1966,36419.17
Sweden,SWE,1967,35974.78
Sweden,SWE,1968,39557.38
Sweden,SWE,1969,41792.38
Sweden,SWE,1970,45099.01
Sweden,SWE,1971,42089.52
Sweden,SWE,1972,42626.43
Sweden,SWE,1973,43613.51
Sweden,SWE,1974,39545.97
Sweden,SWE,1975,39534.00
Sweden,SWE,1976,43061.87
Sweden,SWE,1977,41150.50
Sweden,SWE,1978,49137.12
Sweden,SWE,1979,52975.11
Sweden,SWE,1980,46836.87
Sweden,SWE,1981,41987.19
Sweden,SWE,1982,39389.83
Sweden,SWE,1983,35103.43
Sweden,SWE,1984,34227.01
Sweden,SWE,1985,37063.59
Sweden,SWE,1986,39583.08
Sweden,SWE,1987,34666.05
Sweden,SWE,1988,32577.01
Sweden,SWE,1989,31185.16
Sweden,SWE,1990,31307.03
Sweden,SWE,1991,27394.80
Sweden,SWE,1992,28232.73
Sweden,SWE,1993,27773.07
Sweden,SWE,1994,29025.81
Sweden,SWE,1995,27705.77
Sweden,SWE,1996,29693.54
Sweden,SWE,1997,27543.53
Sweden,SWE,1998,30519.59
Sweden,SWE,1999,29340.65
Sweden,SWE,2000,25898.12
Sweden,SWE,2001,26619.90
Sweden,SWE,2002,27176.69
Sweden,SWE,2003,28591.65
Sweden,SWE,2004,27564.11
Sweden,SWE,2005,27082.83
Sweden,SWE,2006,27492.73
Sweden,SWE,2007,26527.49
Sweden,SWE,2008,25013.00
Sweden,SWE,2009,23355.20
Sweden,SWE,2010,24452.41
Sweden,SWE,2011,22156.63
Sweden,SWE,2012,21141.61
Sweden,SWE,2013,20773.27
Sweden,SWE,2014,19918.42
Sweden,SWE,2015,19541.14
Sweden,SWE,2016,19987.65
Sweden,SWE,2017,19685.24
Sweden,SWE,2018,18930.93
Sweden,SWE,2019,19303.85
Switzerland,CHE,1965,19131.77
Switzerland,CHE,1966,19449.41
Switzerland,CHE,1967,20284.06
Switzerland,CHE,1968,21979.22
Switzerland,CHE,1969,23380.88
Switzerland,CHE,1970,25653.00
Switzerland,CHE,1971,26605.63
Switzerland,CHE,1972,26956.61
Switzerland,CHE,1973,28782.79
Switzerland,CHE,1974,25786.47
Switzerland,CHE,1975,24964.02
Switzerland,CHE,1976,25911.27
Switzerland,CHE,1977,26289.39
Switzerland,CHE,1978,27059.95
Switzerland,CHE,1979,26212.89
Switzerland,CHE,1980,26585.34
Switzerland,CHE,1981,25124.60
Switzerland,CHE,1982,23760.48
Switzerland,CHE,1983,25677.73
Switzerland,CHE,1984,25192.11
Switzerland,CHE,1985,25527.68
Switzerland,CHE,1986,27417.26
Switzerland,CHE,1987,25937.57
Switzerland,CHE,1988,25756.54
Switzerland,CHE,1989,24872.57
Switzerland,CHE,1990,26380.81
Switzerland,CHE,1991,26735.60
Switzerland,CHE,1992,26751.29
Switzerland,CHE,1993,25082.66
Switzerland,CHE,1994,25514.29
Switzerland,CHE,1995,24012.88
Switzerland,CHE,1996,24787.54
Switzerland,CHE,1997,25592.92
Switzerland,CHE,1998,25849.35
Switzerland,CHE,1999,25640.59
Switzerland,CHE,2000,24942.50
Switzerland,CHE,2001,26441.92
Switzerland,CHE,2002,25052.01
Switzerland,CHE,2003,24564.15
Switzerland,CHE,2004,24400.22
Switzerland,CHE,2005,24684.49
Switzerland,CHE,2006,24842.50
Switzerland,CHE,2007,22525.75
Switzerland,CHE,2008,23692.83
Switzerland,CHE,2009,23529.25
Switzerland,CHE,2010,22345.94
Switzerland,CHE,2011,21028.33
Switzerland,CHE,2012,21429.20
Switzerland,CHE,2013,22183.24
Switzerland,CHE,2014,19543.59
Switzerland,CHE,2015,19760.84
Switzerland,CHE,2016,18902.78
Switzerland,CHE,2017,19100.62
Switzerland,CHE,2018,18191.13
Switzerland,CHE,2019,18462.58
Taiwan,TWN,1965,4860.94
Taiwan,TWN,1966,5067.38
Taiwan,TWN,1967,5419.41
Taiwan,TWN,1968,5868.61
Taiwan,TWN,1969,6177.28
Taiwan,TWN,1970,6647.44
Taiwan,TWN,1971,8257.87
Taiwan,TWN,1972,8579.43
Taiwan,TWN,1973,9995.83
Taiwan,TWN,1974,9135.20
Taiwan,TWN,1975,9873.30
Taiwan,TWN,1976,12188.77
Taiwan,TWN,1977,13250.44
Taiwan,TWN,1978,14938.89
Taiwan,TWN,1979,15154.50
Taiwan,TWN,1980,15791.84
Taiwan,TWN,1981,13755.10
Taiwan,TWN,1982,13249.89
Taiwan,TWN,1983,14188.80
Taiwan,TWN,1984,14277.08
Taiwan,TWN,1985,16317.46
Taiwan,TWN,1986,18128.16
Taiwan,TWN,1987,18799.62
Taiwan,TWN,1988,21358.58
Taiwan,TWN,1989,22999.85
Taiwan,TWN,1990,23624.45
Taiwan,TWN,1991,25015.31
Taiwan,TWN,1992,26250.91
Taiwan,TWN,1993,28169.19
Taiwan,TWN,1994,29681.19
Taiwan,TWN,1995,31479.94
Taiwan,TWN,1996,32549.54
Taiwan,TWN,1997,34944.91
Taiwan,TWN,1998,36834.85
Taiwan,TWN,1999,40964.97
Taiwan,TWN,2000,41673.71
Taiwan,TWN,2001,43190.05
Taiwan,TWN,2002,44659.39
Taiwan,TWN,2003,46762.50
Taiwan,TWN,2004,48926.67
Taiwan,TWN,2005,49077.87
Taiwan,TWN,2006,49968.17
Taiwan,TWN,2007,51942.78
Taiwan,TWN,2008,48679.80
Taiwan,TWN,2009,47655.62
Taiwan,TWN,2010,50365.87
Taiwan,TWN,2011,49526.16
Taiwan,TWN,2012,49429.97
Taiwan,TWN,2013,50319.53
Taiwan,TWN,2014,51523.75
Taiwan,TWN,2015,51369.19
Taiwan,TWN,2016,52476.71
Taiwan,TWN,2017,53596.33
Taiwan,TWN,2018,53689.50
Taiwan,TWN,2019,51428.30
Thailand,THA,1965,886.77
Thailand,THA,1966,1020.08
Thailand,THA,1967,1114.10
Thailand,THA,1968,1417.53
Thailand,THA,1969,1489.98
Thailand,THA,1970,1680.61
Thailand,THA,1971,1803.37
Thailand,THA,1972,2184.32
Thailand,THA,1973,2249.22
Thailand,THA,1974,2242.24
Thailand,THA,1975,2364.19
Thailand,THA,1976,2432.85
Thailand,THA,1977,2663.34
Thailand,THA,1978,2925.61
Thailand,THA,1979,2954.86
Thailand,THA,1980,3016.73
Thailand,THA,1981,2896.64
Thailand,THA,1982,2864.69
Thailand,THA,1983,3141.78
Thailand,THA,1984,3392.11
Thailand,THA,1985,3522.03
Thailand,THA,1986,3603.90
Thailand,THA,1987,4178.72
Thailand,THA,1988,4641.69
Thailand,THA,1989,5190.28
Thailand,THA,1990,6135.38
Thailand,THA,1991,6739.55
Thailand,THA,1992,7404.07
Thailand,THA,1993,8408.32
Thailand,THA,1994,9323.44
Thailand,THA,1995,10033.52
Thailand,THA,1996,11228.06
Thailand,THA,1997,11716.32
Thailand,THA,1998,10786.95
Thailand,THA,1999,11483.04
Thailand,THA,2000,11513.32
Thailand,THA,2001,12025.24
Thailand,THA,2002,13085.39
Thailand,THA,2003,14082.48
Thailand,THA,2004,15018.96
Thailand,THA,2005,15452.03
Thailand,THA,2006,15498.02
Thailand,THA,2007,16097.10
Thailand,THA,2008,16199.63
Thailand,THA,2009,16661.47
Thailand,THA,2010,17675.98
Thailand,THA,2011,18164.98
Thailand,THA,2012,19268.54
Thailand,THA,2013,19497.06
Thailand,THA,2014,19864.58
Thailand,THA,2015,20416.84
Thailand,THA,2016,20715.06
Thailand,THA,2017,20853.32
Thailand,THA,2018,21153.48
Thailand,THA,2019,21013.22
Trinidad and Tobago,TTO,1965,36870.26
Trinidad and Tobago,TTO,1966,38930.81
Trinidad and Tobago,TTO,1967,41230.12
Trinidad and Tobago,TTO,1968,42228.05
Trinidad and Tobago,TTO,1969,43268.22
Trinidad and Tobago,TTO,1970,47281.08
Trinidad and Tobago,TTO,1971,47121.83
Trinidad and Tobago,TTO,1972,64186.42
Trinidad and Tobago,TTO,1973,62774.18
Trinidad and Tobago,TTO,1974,59623.45
Trinidad and Tobago,TTO,1975,47320.81
Trinidad and Tobago,TTO,1976,52500.38
Trinidad and Tobago,TTO,1977,53875.70
Trinidad and Tobago,TTO,1978,53456.40
Trinidad and Tobago,TTO,1979,46558.55
Trinidad and Tobago,TTO,1980,44117.32
Trinidad and Tobago,TTO,1981,45889.43
Trinidad and Tobago,TTO,1982,53041.25
Trinidad and Tobago,TTO,1983,50936.98
Trinidad and Tobago,TTO,1984,49476.48
Trinidad and Tobago,TTO,1985,50468.38
Trinidad and Tobago,TTO,1986,51875.24
Trinidad and Tobago,TTO,1987,48464.31
Trinidad and Tobago,TTO,1988,52880.30
Trinidad and Tobago,TTO,1989,51639.30
Trinidad and Tobago,TTO,1990,56921.42
Trinidad and Tobago,TTO,1991,56394.72
Trinidad and Tobago,TTO,1992,59297.28
Trinidad and Tobago,TTO,1993,62160.94
Trinidad and Tobago,TTO,1994,65552.95
Trinidad and Tobago,TTO,1995,70866.58
Trinidad and Tobago,TTO,1996,80085.11
Trinidad and Tobago,TTO,1997,79934.76
Trinidad and Tobago,TTO,1998,81009.23
Trinidad and Tobago,TTO,1999,89898.49
Trinidad and Tobago,TTO,2000,93742.14
Trinidad and Tobago,TTO,2001,100728.86
Trinidad and Tobago,TTO,2002,108891.31
Trinidad and Tobago,TTO,2003,121455.39
Trinidad and Tobago,TTO,2004,132922.29
Trinidad and Tobago,TTO,2005,141869.50
Trinidad and Tobago,TTO,2006,164810.38
Trinidad and Tobago,TTO,2007,169317.75
Trinidad and Tobago,TTO,2008,166062.24
Trinidad and Tobago,TTO,2009,163814.43
Trinidad and Tobago,TTO,2010,176098.88
Trinidad and Tobago,TTO,2011,171903.19
Trinidad and Tobago,TTO,2012,168096.38
Trinidad and Tobago,TTO,2013,170077.54
Trinidad and Tobago,TTO,2014,168208.66
Trinidad and Tobago,TTO,2015,162254.88
Trinidad and Tobago,TTO,2016,143120.03
Trinidad and Tobago,TTO,2017,151208.26
Trinidad and Tobago,TTO,2018,142567.38
Trinidad and Tobago,TTO,2019,142110.53
